model_family,model,split,review_pct,review_count,captured_bad,precision,recall,base_bad_rate,lift_over_base_bad_rate,model_label,dataset,dataset_label,model_dataset_label
logistic_regression,logistic_regression_07,validation,1.0,1870,1132,0.605348,0.024542,0.246763,2.453151,Logistic Regression,baseline_with_grade_subgrade,baseline with grade/subgrade,Logistic Regression | baseline with grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,validation,30.0,56076,23070,0.411406,0.500163,0.246763,1.667209,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,test,1.0,1958,1118,0.570991,0.027156,0.210315,2.714928,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,test,2.0,3915,2130,0.544061,0.051738,0.210315,2.586885,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,test,5.0,9788,4864,0.496935,0.118147,0.210315,2.36281,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,test,10.0,19575,8903,0.454815,0.216255,0.210315,2.162538,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,test,15.0,29363,12462,0.424412,0.302703,0.210315,2.017979,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,test,20.0,39150,15744,0.402146,0.382424,0.210315,1.912109,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,test,25.0,48938,18686,0.38183,0.453885,0.210315,1.815513,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
xgboost,xgboost_05_missingness_challenger_no_grade_subgrade,test,30.0,58725,21429,0.364904,0.520513,0.210315,1.735034,XGBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,validation,1.0,1870,1207,0.645455,0.026168,0.246763,2.615683,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,validation,2.0,3739,2241,0.599358,0.048585,0.246763,2.428878,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,validation,5.0,9346,5107,0.546437,0.110721,0.246763,2.214417,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,validation,10.0,18692,9397,0.502728,0.203729,0.246763,2.03729,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,validation,15.0,28038,13162,0.469434,0.285355,0.246763,1.902367,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,validation,20.0,37384,16652,0.445431,0.361019,0.246763,1.805095,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,validation,25.0,46730,19875,0.425316,0.430894,0.246763,1.723577,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,validation,30.0,56076,22865,0.40775,0.495718,0.246763,1.652394,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,test,1.0,1958,1116,0.569969,0.027108,0.210315,2.710071,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,test,2.0,3915,2122,0.542018,0.051544,0.210315,2.577169,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,test,5.0,9788,4767,0.487025,0.115791,0.210315,2.31569,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,test,10.0,19575,8722,0.445568,0.211858,0.210315,2.118574,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,test,15.0,29363,12274,0.418009,0.298137,0.210315,1.987536,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,test,20.0,39150,15456,0.394789,0.375428,0.210315,1.877131,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,test,25.0,48938,18478,0.37758,0.448833,0.210315,1.795304,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
catboost,catboost_02_missingness_challenger_no_grade_subgrade,test,30.0,58725,21132,0.359847,0.513299,0.210315,1.710987,CatBoost,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,validation,1.0,1870,1186,0.634225,0.025713,0.246763,2.570174,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,validation,2.0,3739,2284,0.610859,0.049518,0.246763,2.475483,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,validation,5.0,9346,5189,0.555211,0.112499,0.246763,2.249973,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,validation,10.0,18692,9558,0.511342,0.20722,0.246763,2.072195,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,validation,15.0,28038,13331,0.475462,0.289019,0.246763,1.926793,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,validation,20.0,37384,16784,0.448962,0.363881,0.246763,1.819404,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,validation,25.0,46730,20023,0.428483,0.434103,0.246763,1.736412,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,validation,30.0,56076,23077,0.411531,0.500314,0.246763,1.667715,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,test,1.0,1958,1115,0.569459,0.027083,0.210315,2.707643,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,test,2.0,3915,2111,0.539208,0.051276,0.210315,2.563809,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,test,5.0,9788,4829,0.493359,0.117297,0.210315,2.345808,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,test,10.0,19575,8911,0.455223,0.216449,0.210315,2.164482,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,test,15.0,29363,12468,0.424616,0.302849,0.210315,2.01895,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,test,20.0,39150,15744,0.402146,0.382424,0.210315,1.912109,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,test,25.0,48938,18675,0.381605,0.453618,0.210315,1.814444,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
lightgbm,lightgbm_06_no_grade_subgrade,test,30.0,58725,21419,0.364734,0.52027,0.210315,1.734225,LightGBM,baseline_no_grade_subgrade,baseline no grade/subgrade,LightGBM | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,validation,1.0,1870,1213,0.648663,0.026298,0.246763,2.628685,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,validation,2.0,3739,2287,0.611661,0.049583,0.246763,2.478735,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,validation,5.0,9346,5226,0.55917,0.113301,0.246763,2.266016,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,validation,10.0,18692,9603,0.513749,0.208195,0.246763,2.081951,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,validation,15.0,28038,13333,0.475533,0.289062,0.246763,1.927082,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,validation,20.0,37384,16778,0.448802,0.363751,0.246763,1.818753,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,validation,25.0,46730,20027,0.428568,0.43419,0.246763,1.736759,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,validation,30.0,56076,23089,0.411745,0.500575,0.246763,1.668582,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,test,1.0,1958,1103,0.56333,0.026792,0.210315,2.678503,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,test,2.0,3915,2147,0.548404,0.052151,0.210315,2.607531,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,test,5.0,9788,4890,0.499591,0.118779,0.210315,2.37544,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,test,10.0,19575,8923,0.455837,0.216741,0.210315,2.167396,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,test,15.0,29363,12443,0.423765,0.302242,0.210315,2.014902,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,test,20.0,39150,15713,0.401354,0.381671,0.210315,1.908344,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,test,25.0,48938,18645,0.380992,0.452889,0.210315,1.811529,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
xgboost,xgboost_05_no_grade_subgrade,test,30.0,58725,21430,0.364921,0.520537,0.210315,1.735115,XGBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,XGBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,validation,1.0,1870,1202,0.642781,0.02606,0.246763,2.604847,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,validation,2.0,3739,2259,0.604172,0.048976,0.246763,2.448388,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,validation,5.0,9346,5143,0.550289,0.111501,0.246763,2.230027,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,validation,10.0,18692,9460,0.506099,0.205095,0.246763,2.050949,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,validation,15.0,28038,13202,0.470861,0.286222,0.246763,1.908148,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,validation,20.0,37384,16714,0.44709,0.362363,0.246763,1.811816,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,validation,25.0,46730,19915,0.426172,0.431762,0.246763,1.727046,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,validation,30.0,56076,22905,0.408464,0.496585,0.246763,1.655285,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,test,1.0,1958,1116,0.569969,0.027108,0.210315,2.710071,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,test,2.0,3915,2129,0.543806,0.051714,0.210315,2.58567,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,test,5.0,9788,4784,0.488762,0.116204,0.210315,2.323948,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,test,10.0,19575,8766,0.447816,0.212927,0.210315,2.129261,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,test,15.0,29363,12270,0.417873,0.29804,0.210315,1.986888,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,test,20.0,39150,15519,0.396398,0.376958,0.210315,1.884782,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,test,25.0,48938,18447,0.376946,0.44808,0.210315,1.792292,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
catboost,catboost_03_no_grade_subgrade,test,30.0,58725,21239,0.361669,0.515898,0.210315,1.719651,CatBoost,baseline_no_grade_subgrade,baseline no grade/subgrade,CatBoost | baseline no grade/subgrade
